id,area,bedrooms,bathrooms,stories,parking,location,furnishing,age_years,amenities_score,price
1499,3466,1,1,1,1,Suburb South,Unfurnished,9,10,10543054.19
1500,3705,2,1,4,2,Downtown,Fully-Furnished,30,7,19454823.83
1501,1219,6,6,4,3,Riverside,Semi-Furnished,39,4,5064739.44
1502,932,6,3,3,2,Suburb South,Semi-Furnished,21,7,3777705.06
1503,2319,6,1,3,2,Suburb North,Semi-Furnished,27,10,8511856.37
1504,2675,2,1,2,3,Suburb North,Unfurnished,35,4,6824193.72
1505,1873,3,3,4,0,Tech Park Area,Unfurnished,25,8,7355735.53
1506,3890,6,2,1,1,Hill View,Fully-Furnished,38,2,17997777.01
1507,2623,5,1,3,1,Tech Park Area,Unfurnished,23,2,9330526.41
1508,1128,6,6,2,1,Tech Park Area,Fully-Furnished,27,3,5518005.27
1509,4378,4,3,4,3,Countryside,Semi-Furnished,20,2,10768319.59
1510,1678,1,1,3,2,Riverside,Fully-Furnished,39,9,7163586.92
1511,692,4,2,2,3,Suburb South,Unfurnished,25,2,2047969.87
1512,2051,5,2,2,2,Suburb North,Unfurnished,17,2,7720398.66
1513,955,6,6,2,1,Countryside,Unfurnished,17,5,2154270.21
1514,930,5,3,1,3,Riverside,Fully-Furnished,28,4,4547253.07
1515,2666,6,5,4,1,Suburb North,Fully-Furnished,21,4,13653756.31
1516,617,4,3,1,3,City Center,Fully-Furnished,10,7,4541013.46
1517,1370,5,1,1,2,Riverside,Fully-Furnished,31,6,5932158.6
1518,3063,1,1,3,2,Tech Park Area,Semi-Furnished,26,10,13916730.01
1519,4476,3,1,1,0,Countryside,Unfurnished,37,7,7325059.6
1520,2226,6,3,1,3,Tech Park Area,Fully-Furnished,36,6,10620782.95
1521,4015,6,4,1,0,Old Town,Fully-Furnished,6,9,16333173.64
1522,4409,2,2,4,3,Downtown,Semi-Furnished,28,7,20577712.64
1523,2591,1,1,4,0,Riverside,Fully-Furnished,11,0,11613048.73
1524,1797,1,1,4,0,Countryside,Semi-Furnished,22,10,3987509.4
1525,4437,2,2,4,0,Hill View,Semi-Furnished,40,4,17975100.29
1526,1107,2,2,3,3,Hill View,Unfurnished,31,1,4014574.92
1527,2974,5,5,2,2,Industrial Zone,Unfurnished,5,10,9864697.03
1528,2996,4,2,4,1,Industrial Zone,Fully-Furnished,31,5,8036489.75
1529,2243,3,2,2,2,Downtown,Unfurnished,12,9,10896103.61
1530,2523,6,6,3,1,City Center,Fully-Furnished,4,3,17834307.66
1531,3364,5,5,4,2,Suburb South,Fully-Furnished,21,8,14677000.64
1532,994,4,1,3,0,Hill View,Unfurnished,28,0,3602444.84
1533,1084,6,3,1,3,Riverside,Fully-Furnished,14,3,6168903.1
1534,2253,6,6,2,1,Downtown,Semi-Furnished,15,0,12617722.02
1535,2429,4,4,2,3,Suburb South,Fully-Furnished,37,6,8581060.28
1536,4089,4,3,3,2,City Center,Semi-Furnished,23,3,20710266.94
1537,1912,1,1,3,1,Tech Park Area,Fully-Furnished,8,1,9940486.83
1538,3662,5,5,4,2,Suburb North,Fully-Furnished,14,5,19212137.17
1539,3091,5,2,4,2,Old Town,Unfurnished,29,9,8951708.1
1540,2870,4,1,2,0,Tech Park Area,Semi-Furnished,35,10,10638296.34
1541,1873,4,2,1,2,Suburb North,Fully-Furnished,17,9,8235992.34
1542,4122,6,1,4,3,Suburb South,Semi-Furnished,13,10,17535434.26
1543,2655,6,6,3,2,Riverside,Fully-Furnished,32,6,12449881.71
1544,2660,6,5,3,0,Old Town,Unfurnished,22,9,8111119.08
1545,4453,1,1,4,1,Riverside,Unfurnished,38,2,13667955.88
1546,570,6,4,1,2,Suburb North,Unfurnished,25,9,2282741.95
1547,3257,4,4,4,3,Suburb South,Semi-Furnished,11,1,11704536.23
1548,1176,6,4,3,3,Suburb North,Unfurnished,16,6,4578383.61
1549,1888,6,6,1,2,Countryside,Unfurnished,33,4,3552449.4
1550,2932,1,1,3,0,Suburb South,Unfurnished,33,0,5969651.66
1551,2025,3,1,3,0,Suburb South,Unfurnished,40,9,5277935.3
1552,2642,2,2,1,1,Old Town,Semi-Furnished,36,2,6484495.34
1553,3343,2,2,2,3,Downtown,Fully-Furnished,2,8,23269191.54
1554,3700,1,1,3,0,Hill View,Fully-Furnished,11,9,22015636.82
1555,4137,1,1,2,1,Old Town,Semi-Furnished,29,10,11443017.04
1556,2042,4,1,1,2,Riverside,Semi-Furnished,9,3,9962736.34
1557,2460,2,2,1,2,Downtown,Semi-Furnished,37,1,9315371.03
1558,822,6,6,3,3,Tech Park Area,Fully-Furnished,12,4,4930615.15
1559,2284,2,2,4,3,City Center,Semi-Furnished,5,7,13065691.1
1560,877,3,3,4,2,Countryside,Semi-Furnished,3,8,2750861.76
1561,1220,1,1,2,2,Downtown,Fully-Furnished,1,0,7066570.9
1562,2026,2,2,1,3,Tech Park Area,Fully-Furnished,11,8,10780655.8
1563,3313,1,1,1,3,Suburb South,Unfurnished,20,1,9092993.28
1564,2478,2,2,1,0,City Center,Unfurnished,7,4,11246851.78
1565,1434,6,6,3,1,City Center,Unfurnished,23,6,7337780.8
1566,1030,5,2,3,3,Old Town,Fully-Furnished,40,4,2791384.85
1567,4049,6,6,3,3,Downtown,Semi-Furnished,26,6,21091734.36
1568,4140,2,2,3,0,City Center,Unfurnished,28,2,17551287.18
1569,1363,1,1,1,1,Countryside,Unfurnished,11,8,2869234.28
1570,4314,6,3,4,2,Tech Park Area,Semi-Furnished,18,9,22447269.68
1571,3567,1,1,2,0,Tech Park Area,Semi-Furnished,12,2,14568661.92
1572,596,4,4,1,0,Riverside,Unfurnished,24,2,1991385.31
1573,3291,1,1,4,2,Countryside,Fully-Furnished,9,7,9391830.72
1574,618,6,5,2,1,Hill View,Unfurnished,36,0,2668588.92
1575,1848,3,2,3,3,Riverside,Fully-Furnished,3,6,10346305.09
1576,4328,3,1,2,1,Riverside,Semi-Furnished,28,0,16024256.49
1577,734,2,2,3,1,Suburb South,Fully-Furnished,20,0,2252700.17
1578,716,4,4,1,1,Hill View,Semi-Furnished,2,2,4397386.32
1579,3252,2,1,4,0,Old Town,Unfurnished,24,9,8215819.02
1580,1369,6,1,1,0,Countryside,Fully-Furnished,24,4,3526127.32
1581,2034,4,2,4,2,Hill View,Fully-Furnished,29,7,12197021.34
1582,1077,4,4,3,1,Suburb South,Semi-Furnished,40,2,3229797.79
1583,2041,3,2,3,0,City Center,Semi-Furnished,9,0,10683512.69
1584,3360,5,2,4,1,Hill View,Unfurnished,25,6,17107087.83
1585,2336,6,4,4,3,Countryside,Semi-Furnished,21,5,6391940.99
1586,995,6,5,2,1,Riverside,Fully-Furnished,12,9,5787417.67
1587,4028,6,6,3,3,Tech Park Area,Semi-Furnished,23,10,21575923.54
1588,2059,2,2,1,3,Industrial Zone,Fully-Furnished,26,0,4748173.43
1589,1833,5,2,4,3,Suburb South,Semi-Furnished,1,3,7476678.51
1590,3182,2,2,2,3,Old Town,Unfurnished,9,6,9323892.99
1591,1456,6,2,4,2,Old Town,Fully-Furnished,33,10,5588705.97
1592,3219,1,1,1,0,Downtown,Unfurnished,21,1,11145302.54
1593,4143,3,2,2,1,Industrial Zone,Unfurnished,23,9,11237541.3
1594,2839,4,4,3,1,Industrial Zone,Semi-Furnished,6,8,8952605.41
1595,4056,2,1,4,0,Tech Park Area,Fully-Furnished,26,2,17364796.5
1596,3025,4,3,2,0,Suburb South,Semi-Furnished,6,0,9925053.48
1597,2010,4,4,4,1,Downtown,Fully-Furnished,23,7,11914436.72
1598,1194,4,1,4,2,Hill View,Unfurnished,23,1,4732645.34
1599,3006,3,3,2,0,Riverside,Fully-Furnished,20,4,14547753.67
1600,4336,1,1,4,0,Old Town,Fully-Furnished,26,2,11789899.5
1601,1485,2,2,3,0,Countryside,Semi-Furnished,10,0,3371476.73
1602,3319,3,3,4,3,Hill View,Unfurnished,17,10,17741393.15
1603,778,3,1,2,0,Old Town,Unfurnished,19,6,1990255.84
1604,2375,4,4,1,2,City Center,Semi-Furnished,23,8,14469018.41
1605,3661,4,4,3,1,Hill View,Fully-Furnished,16,8,22264928.02
1606,1603,3,1,4,0,Hill View,Fully-Furnished,7,0,9504304.84
1607,3752,1,1,1,1,Hill View,Unfurnished,9,9,19337873.31
1608,3640,1,1,1,0,Hill View,Fully-Furnished,4,2,19931442.0
1609,4405,4,3,1,0,Downtown,Fully-Furnished,8,3,27611404.41
1610,4245,1,1,1,0,Downtown,Semi-Furnished,14,3,16750391.92
1611,775,4,3,2,3,Riverside,Fully-Furnished,31,9,3878878.26
1612,2371,3,1,4,1,Tech Park Area,Unfurnished,5,2,11352401.56
1613,1528,2,2,2,0,Suburb North,Unfurnished,11,5,5656182.51
1614,1382,2,2,3,3,Tech Park Area,Fully-Furnished,18,3,6567936.48
1615,3827,3,2,1,2,Industrial Zone,Unfurnished,4,0,8760295.34
1616,1859,6,1,4,0,Countryside,Unfurnished,5,5,4877209.88
1617,4203,3,1,3,2,Countryside,Semi-Furnished,30,5,8660553.23
1618,3576,4,3,2,1,Old Town,Unfurnished,2,5,11746604.02
1619,4054,4,3,4,3,Countryside,Semi-Furnished,9,2,11050430.26
1620,2029,4,1,2,2,City Center,Fully-Furnished,9,6,13241558.94
1621,2229,6,2,2,1,Riverside,Unfurnished,1,6,11107569.79
1622,1559,3,2,1,3,City Center,Unfurnished,19,8,7668991.1
1623,1228,4,4,4,3,City Center,Unfurnished,31,10,5893637.31
1624,4388,1,1,3,3,Old Town,Semi-Furnished,9,3,13326218.61
1625,2474,2,2,4,0,Industrial Zone,Fully-Furnished,10,5,8069391.04
1626,3251,5,4,1,1,Tech Park Area,Semi-Furnished,21,5,16083895.33
1627,3989,2,2,4,0,Downtown,Semi-Furnished,23,6,17469031.02
1628,4318,3,2,3,3,Industrial Zone,Fully-Furnished,21,9,14720738.28
1629,3310,2,1,3,1,Old Town,Fully-Furnished,15,3,10709144.67
1630,2374,1,1,1,3,Suburb South,Fully-Furnished,20,1,7651109.46
1631,2345,5,5,3,0,Countryside,Semi-Furnished,12,4,6561934.47
1632,1940,1,1,2,1,Downtown,Semi-Furnished,22,9,8875087.1
1633,1048,3,3,4,2,Old Town,Fully-Furnished,12,10,4056691.24
1634,4233,5,5,1,2,Downtown,Fully-Furnished,12,8,29808813.88
1635,1606,2,2,4,0,Industrial Zone,Semi-Furnished,13,2,4025888.4
1636,568,6,6,4,0,Hill View,Semi-Furnished,9,7,3866200.2
1637,2724,2,2,4,2,Suburb North,Semi-Furnished,29,4,8501573.85
1638,2934,4,3,2,1,Hill View,Unfurnished,7,0,15135672.17
1639,2713,4,3,2,2,City Center,Fully-Furnished,1,10,21370527.82
1640,1776,4,2,3,0,Industrial Zone,Semi-Furnished,36,9,3957405.32
1641,2545,1,1,4,0,Suburb North,Unfurnished,9,1,8330680.98
1642,4300,6,2,1,2,Hill View,Semi-Furnished,5,6,25492541.8
1643,734,4,4,1,3,City Center,Fully-Furnished,9,8,5718474.96
1644,3785,2,2,2,0,Industrial Zone,Unfurnished,15,0,8592490.29
1645,2734,1,1,2,3,Downtown,Unfurnished,14,3,12425805.51
1646,4359,2,2,3,2,City Center,Fully-Furnished,25,0,22073993.51
1647,1636,4,1,4,0,Downtown,Unfurnished,37,0,5220296.96
1648,2836,4,1,3,0,Old Town,Semi-Furnished,32,2,6978982.11
1649,1073,5,1,3,2,Tech Park Area,Semi-Furnished,32,6,4167430.06
1650,1275,5,3,3,1,Hill View,Semi-Furnished,25,1,6177261.18
1651,2299,1,1,4,1,Suburb South,Unfurnished,2,6,8455975.34
1652,3492,2,1,3,1,Old Town,Semi-Furnished,23,7,9184170.19
1653,3014,2,2,3,1,Tech Park Area,Unfurnished,19,0,10323015.59
1654,1191,3,2,4,3,Hill View,Semi-Furnished,25,9,6550479.27
1655,4221,4,4,3,1,Suburb North,Fully-Furnished,6,0,20667618.33
1656,2986,1,1,3,0,Industrial Zone,Semi-Furnished,24,9,8193450.7
1657,848,1,1,2,1,City Center,Fully-Furnished,23,1,3964581.89
1658,3127,1,1,1,0,Industrial Zone,Unfurnished,16,7,7948617.67
1659,4084,2,1,1,3,Suburb South,Unfurnished,7,1,12990594.65
1660,2314,5,5,3,2,Downtown,Fully-Furnished,36,7,11183157.36
1661,3283,2,1,1,3,City Center,Unfurnished,2,7,18134483.57
1662,2357,4,2,1,0,Suburb North,Semi-Furnished,18,7,8593538.44
1663,1544,1,1,2,1,Countryside,Unfurnished,2,9,4000994.25
1664,2233,5,5,4,1,Downtown,Semi-Furnished,23,1,11087013.4
1665,2318,4,4,2,2,Hill View,Fully-Furnished,35,8,11469906.65
1666,3461,6,3,4,1,Old Town,Semi-Furnished,23,7,12860844.33
1667,3592,3,2,4,3,Hill View,Semi-Furnished,5,9,21447991.15
1668,1013,3,3,4,3,Tech Park Area,Fully-Furnished,10,0,5101946.42
1669,4211,6,2,3,1,Old Town,Unfurnished,13,6,12551099.55
1670,2166,1,1,1,0,Industrial Zone,Fully-Furnished,10,3,6277413.43
1671,3676,3,3,1,2,Hill View,Fully-Furnished,25,8,21117189.44
1672,2058,2,2,3,3,Suburb North,Unfurnished,40,10,6102545.5
1673,3867,6,6,2,0,Tech Park Area,Unfurnished,31,2,16409922.99
1674,3296,3,2,4,2,Riverside,Fully-Furnished,40,1,13138973.89
1675,1232,1,1,1,2,Suburb North,Unfurnished,11,10,4144676.71
1676,1488,4,1,4,2,City Center,Unfurnished,38,4,5909474.93
1677,1985,2,2,4,3,Old Town,Fully-Furnished,2,10,8579315.88
1678,579,4,3,3,0,Industrial Zone,Fully-Furnished,30,6,1726673.54
1679,3603,1,1,3,3,Downtown,Semi-Furnished,2,7,20767112.83
1680,805,4,3,1,0,Riverside,Fully-Furnished,40,1,2867413.28
1681,3518,3,2,4,0,Hill View,Semi-Furnished,35,7,14663303.74
1682,2131,1,1,2,0,Tech Park Area,Semi-Furnished,4,8,9697095.84
1683,1575,6,5,4,0,Industrial Zone,Fully-Furnished,7,8,6367171.44
1684,4145,4,3,2,0,Industrial Zone,Fully-Furnished,21,6,11704598.56
1685,1084,1,1,4,3,Riverside,Unfurnished,24,10,4604474.38
1686,3614,4,1,3,1,Riverside,Semi-Furnished,37,7,12700695.0
1687,2271,6,1,1,1,Suburb South,Unfurnished,38,9,5823191.68
1688,2482,3,3,1,2,Tech Park Area,Unfurnished,26,7,8944279.31
1689,2237,5,5,4,0,Suburb North,Unfurnished,16,10,9426332.69
1690,2093,5,2,2,0,Downtown,Unfurnished,5,9,10880979.8
1691,1254,4,4,3,2,Countryside,Unfurnished,11,9,3271772.92
1692,2742,1,1,2,1,Industrial Zone,Unfurnished,25,0,5157950.48
1693,2539,1,1,3,0,Industrial Zone,Unfurnished,20,3,5875473.15
1694,3731,2,1,4,3,Countryside,Unfurnished,6,2,8157261.05
1695,3044,6,5,1,1,Suburb South,Fully-Furnished,9,1,12995835.72
1696,4494,1,1,2,3,Hill View,Unfurnished,16,6,18386918.8
1697,2218,1,1,4,0,Riverside,Fully-Furnished,23,6,9611305.14
1698,3875,2,2,2,3,Old Town,Fully-Furnished,26,10,14097246.75
1699,3052,2,1,3,3,Suburb North,Semi-Furnished,38,0,8168658.7
1700,2750,1,1,1,2,Industrial Zone,Semi-Furnished,17,7,7283119.49
1701,4491,3,3,3,2,Countryside,Fully-Furnished,31,6,11410681.43
1702,3888,6,5,2,3,Hill View,Unfurnished,31,5,18373258.23
1703,2974,6,1,3,2,Industrial Zone,Semi-Furnished,38,8,6990545.18
1704,4246,3,2,2,2,Industrial Zone,Unfurnished,21,8,11155531.62
1705,1590,3,3,2,1,Industrial Zone,Unfurnished,23,8,4036512.27
1706,1287,4,4,2,0,Industrial Zone,Fully-Furnished,15,3,4099362.83
1707,3044,3,2,4,2,Riverside,Semi-Furnished,30,4,12776371.73
1708,2330,5,3,2,2,Old Town,Unfurnished,16,1,7261240.95
1709,3780,5,4,1,0,Riverside,Semi-Furnished,31,7,17050730.99
1710,2705,5,3,4,1,Industrial Zone,Unfurnished,27,10,8039695.25
1711,2888,1,1,4,3,Hill View,Unfurnished,8,2,12288496.74
1712,3563,1,1,1,2,Suburb North,Fully-Furnished,34,4,10612091.38
1713,842,6,6,4,1,Downtown,Fully-Furnished,36,0,3701807.27
1714,1832,5,5,3,2,City Center,Unfurnished,14,3,10510832.03
1715,2787,3,3,2,1,Downtown,Fully-Furnished,37,5,13210062.45
1716,1153,4,2,1,1,Suburb North,Fully-Furnished,39,4,4088135.83
1717,960,1,1,4,1,Riverside,Semi-Furnished,39,2,3199333.41
1718,4208,2,2,1,0,Riverside,Fully-Furnished,19,6,19539201.98
1719,2906,4,4,2,1,Suburb North,Unfurnished,26,7,10088630.57
1720,3477,4,4,4,0,Tech Park Area,Semi-Furnished,13,10,19140989.16
1721,3684,5,3,3,0,Countryside,Fully-Furnished,39,6,8994019.29
1722,2934,2,2,2,0,Old Town,Fully-Furnished,24,2,9019767.7
1723,1298,2,2,3,3,Industrial Zone,Unfurnished,18,3,3011247.48
1724,4045,4,1,2,0,Countryside,Fully-Furnished,1,6,12495821.87
1725,1922,4,1,4,3,Countryside,Semi-Furnished,5,6,5098483.19
1726,1386,3,3,3,3,Suburb South,Unfurnished,14,9,5197824.63
1727,2903,5,2,1,3,Hill View,Unfurnished,14,1,14111941.08
1728,1100,1,1,3,0,Tech Park Area,Semi-Furnished,28,2,3737254.68
1729,3966,4,3,2,1,City Center,Semi-Furnished,10,8,22917235.72
1730,4020,1,1,2,2,Tech Park Area,Semi-Furnished,27,2,13708010.08
1731,3758,2,2,1,0,Suburb North,Semi-Furnished,11,8,13823398.95
1732,2344,5,3,2,1,Tech Park Area,Unfurnished,15,0,9290107.2
1733,1153,3,1,1,3,Suburb South,Unfurnished,3,7,3883379.57
1734,991,2,2,3,2,Countryside,Unfurnished,29,2,1854642.46
1735,3372,2,1,1,0,City Center,Unfurnished,0,4,17510227.55
1736,3722,4,4,4,3,Tech Park Area,Semi-Furnished,38,9,16852958.93
1737,3519,4,3,4,1,Tech Park Area,Semi-Furnished,8,0,15764149.92
1738,2906,3,3,1,3,City Center,Semi-Furnished,19,5,14220068.5
1739,2445,2,1,2,3,Suburb South,Semi-Furnished,37,2,6428325.14
1740,1686,4,2,2,0,Riverside,Semi-Furnished,16,7,7565843.54
1741,3369,4,3,2,3,Suburb South,Semi-Furnished,3,3,14540315.21
1742,4124,6,1,3,2,Downtown,Semi-Furnished,29,6,21181709.6
1743,4022,4,1,3,2,Tech Park Area,Fully-Furnished,30,0,18122417.65
1744,4007,4,1,3,2,Riverside,Semi-Furnished,32,2,13079758.64
1745,864,2,2,3,0,Downtown,Fully-Furnished,13,10,5199820.52
1746,548,4,4,3,3,Hill View,Fully-Furnished,20,4,3161932.53
1747,3731,5,5,1,3,Countryside,Semi-Furnished,32,0,7889811.22
1748,2694,6,6,1,1,City Center,Semi-Furnished,28,10,15554427.57
1749,1032,2,1,4,2,City Center,Unfurnished,2,0,5035590.49
1750,4355,2,1,4,1,City Center,Unfurnished,27,8,20521408.41
1751,4202,2,1,1,1,Downtown,Semi-Furnished,30,1,14720944.57
1752,4198,2,2,4,0,Suburb North,Fully-Furnished,29,5,15959783.93
1753,4461,3,3,3,2,Hill View,Fully-Furnished,9,10,31814868.48
1754,3385,5,5,3,1,Riverside,Unfurnished,27,7,13619915.62
1755,4299,5,3,4,3,Downtown,Fully-Furnished,19,4,23358039.45
1756,1056,5,2,2,1,Countryside,Unfurnished,6,8,2779758.54
1757,2140,6,4,4,2,Industrial Zone,Unfurnished,15,2,6105200.54
1758,4335,6,1,3,0,City Center,Semi-Furnished,27,2,20973120.77
1759,4457,1,1,3,0,Industrial Zone,Unfurnished,31,7,10054830.55
1760,2073,5,2,4,3,Riverside,Semi-Furnished,15,9,11451077.16
1761,1826,2,2,3,3,Suburb North,Unfurnished,5,1,6946817.79
1762,484,2,2,4,3,Suburb North,Fully-Furnished,9,0,1831794.86
1763,1177,1,1,3,2,Hill View,Fully-Furnished,36,1,4361476.01
1764,4107,3,3,1,0,Old Town,Unfurnished,2,9,12595633.7
1765,4228,2,1,4,3,Suburb North,Semi-Furnished,37,4,13044648.2
1766,2604,1,1,2,0,Countryside,Fully-Furnished,16,2,6123961.97
1767,3316,5,1,4,1,Industrial Zone,Unfurnished,25,5,8358388.57
1768,3296,4,4,3,2,Industrial Zone,Fully-Furnished,25,6,10863230.82
1769,1413,3,3,2,1,Countryside,Unfurnished,9,0,2762332.01
1770,2857,1,1,1,3,Suburb South,Unfurnished,4,4,9671242.15
1771,3266,3,2,4,3,City Center,Unfurnished,35,9,14566801.6
1772,3354,2,2,1,2,Suburb South,Semi-Furnished,12,5,10567550.78
1773,578,3,3,2,3,Countryside,Fully-Furnished,25,5,1437804.55
1774,3791,3,3,3,1,Downtown,Unfurnished,16,6,16484538.37
1775,4036,3,2,1,1,Riverside,Fully-Furnished,38,7,17468301.58
1776,4166,2,2,2,3,Downtown,Unfurnished,40,5,15096893.71
1777,3727,5,3,3,0,Suburb North,Semi-Furnished,32,3,11853490.62
1778,1811,6,6,3,3,Tech Park Area,Fully-Furnished,39,9,8801154.93
1779,3602,6,6,1,3,Old Town,Fully-Furnished,18,8,16550260.59
1780,2319,1,1,3,0,City Center,Fully-Furnished,40,1,9445038.76
1781,4047,4,4,2,2,Old Town,Unfurnished,28,4,10355030.45
1782,3120,1,1,3,3,Industrial Zone,Unfurnished,33,3,5519073.18
1783,4349,4,2,4,0,City Center,Unfurnished,4,4,24964708.81
1784,4134,5,4,1,2,Old Town,Fully-Furnished,3,7,19779380.77
1785,1324,5,5,3,0,Riverside,Semi-Furnished,35,5,4979325.91
1786,3137,2,1,4,0,Hill View,Fully-Furnished,15,7,16362316.53
1787,981,6,6,3,1,Industrial Zone,Fully-Furnished,16,6,3349344.61
1788,2196,2,2,2,2,Suburb North,Semi-Furnished,19,8,8728301.09
1789,3067,1,1,2,0,Downtown,Unfurnished,4,4,15072686.4
1790,914,4,3,1,3,Tech Park Area,Unfurnished,30,10,3894375.35
1791,3667,1,1,1,2,Suburb South,Semi-Furnished,12,8,13846425.56
1792,3420,1,1,1,1,Suburb South,Semi-Furnished,10,8,12703441.49
1793,2640,2,2,3,0,Hill View,Semi-Furnished,27,1,11565256.27
1794,3627,4,2,2,1,Old Town,Fully-Furnished,30,9,12602069.77
1795,724,6,2,4,3,City Center,Semi-Furnished,23,3,4349663.39
1796,599,4,2,1,2,Downtown,Fully-Furnished,23,10,3311910.29
1797,3520,1,1,4,0,Suburb South,Unfurnished,38,8,8960170.54
1798,927,5,2,4,3,Tech Park Area,Fully-Furnished,21,1,4717097.49
1799,583,6,3,2,2,Tech Park Area,Semi-Furnished,18,0,2811341.01
1800,674,3,2,3,3,Suburb South,Semi-Furnished,21,6,2553892.21
1801,4444,5,3,1,3,Industrial Zone,Fully-Furnished,19,6,13078412.6
1802,4469,3,3,2,0,Suburb South,Fully-Furnished,38,9,15917468.28
1803,1934,1,1,3,2,Hill View,Unfurnished,11,9,9053508.36
1804,3728,1,1,1,2,Industrial Zone,Fully-Furnished,34,1,8597928.22
1805,2698,5,5,3,2,Suburb North,Semi-Furnished,2,4,14078074.3
1806,2171,1,1,3,0,Suburb South,Unfurnished,6,9,6745640.09
1807,4101,4,1,4,2,City Center,Fully-Furnished,6,4,26087873.19
1808,4298,5,2,1,2,Suburb South,Unfurnished,36,1,11092354.83
1809,518,4,2,2,1,Tech Park Area,Unfurnished,26,0,1895792.39
1810,4034,3,2,4,1,Downtown,Semi-Furnished,13,9,23107624.26
1811,1238,5,3,3,1,City Center,Fully-Furnished,26,9,7662703.3
1812,1470,5,1,4,2,Old Town,Semi-Furnished,0,1,5074668.95
1813,1233,6,3,2,1,Old Town,Unfurnished,15,2,3829473.27
1814,1395,2,2,1,0,City Center,Unfurnished,13,4,7283081.68
1815,2803,1,1,1,0,City Center,Unfurnished,21,3,11517633.09
1816,1052,6,6,1,2,Hill View,Semi-Furnished,24,10,6276076.01
1817,1576,4,2,2,1,City Center,Semi-Furnished,12,10,10656117.46
1818,3162,2,2,4,2,City Center,Unfurnished,16,0,14319227.76
1819,1099,1,1,4,2,Riverside,Semi-Furnished,7,4,4536087.15
1820,1594,2,2,1,3,Tech Park Area,Unfurnished,37,7,5260592.46
1821,3088,2,2,2,2,Countryside,Semi-Furnished,17,2,6658159.5
1822,2244,2,1,2,3,City Center,Unfurnished,35,8,9762825.79
1823,1042,1,1,3,2,Suburb North,Semi-Furnished,33,4,3270047.51
1824,533,1,1,2,2,Industrial Zone,Unfurnished,35,9,1120034.6
1825,4236,5,2,4,0,Suburb South,Unfurnished,20,8,14400003.85
1826,1847,1,1,2,1,Suburb North,Fully-Furnished,19,6,6855899.17
1827,3745,3,2,4,2,Suburb North,Semi-Furnished,30,9,12990788.45
1828,1453,3,1,3,2,Countryside,Unfurnished,34,5,2635048.6
1829,2214,5,1,1,0,Old Town,Unfurnished,14,6,7041329.9
1830,1289,4,4,1,0,Tech Park Area,Semi-Furnished,8,3,6579607.12
1831,1344,3,1,1,2,Downtown,Fully-Furnished,26,1,6640880.63
1832,3083,5,4,2,0,Hill View,Unfurnished,39,1,10480004.6
1833,1475,5,5,2,0,Countryside,Fully-Furnished,17,8,4188361.58
1834,3552,6,6,1,3,Riverside,Semi-Furnished,21,1,14677483.52
1835,2837,2,2,3,0,City Center,Fully-Furnished,22,5,16732408.17
1836,2728,6,2,1,0,Old Town,Unfurnished,17,3,7276813.86
1837,1092,2,2,1,1,Riverside,Unfurnished,12,2,3930870.03
1838,700,6,4,2,1,Downtown,Unfurnished,13,5,3727683.6
1839,4055,3,3,2,0,Suburb South,Semi-Furnished,24,0,11074398.13
1840,593,5,2,4,0,Suburb North,Unfurnished,13,1,1976783.5
1841,894,4,2,2,2,Tech Park Area,Fully-Furnished,35,10,4260796.2
1842,4140,5,5,3,3,Suburb South,Fully-Furnished,34,10,16992398.29
1843,4356,4,4,2,3,Industrial Zone,Semi-Furnished,16,9,13015083.5
1844,3454,1,1,4,2,City Center,Fully-Furnished,29,1,17761213.78
1845,922,6,2,1,1,Tech Park Area,Unfurnished,35,7,3429783.27
1846,3110,5,5,2,0,Tech Park Area,Unfurnished,34,3,12195298.57
1847,1435,1,1,2,0,Hill View,Fully-Furnished,34,1,5507568.07
1848,1810,5,2,2,0,City Center,Semi-Furnished,13,2,10577195.86
1849,1353,6,6,1,1,Old Town,Semi-Furnished,4,6,5644487.91
1850,2689,1,1,4,1,Industrial Zone,Semi-Furnished,1,0,7583091.02
1851,3645,1,1,1,0,Hill View,Unfurnished,40,9,11777524.37
1852,3267,2,2,1,3,Tech Park Area,Fully-Furnished,23,0,14555842.39
1853,3515,5,1,2,2,Hill View,Semi-Furnished,7,8,21869323.43
1854,3532,3,3,2,0,Tech Park Area,Unfurnished,38,10,13116354.19
1855,2402,3,3,1,1,Suburb South,Semi-Furnished,32,9,8030973.6
1856,1736,4,4,1,3,Countryside,Unfurnished,2,9,4437669.41
1857,3161,3,2,4,2,Hill View,Unfurnished,23,8,14434938.73
1858,1064,4,4,1,1,City Center,Unfurnished,17,8,5521598.47
1859,1767,3,1,3,2,Suburb South,Fully-Furnished,24,0,5821336.31
1860,611,6,4,1,3,Riverside,Unfurnished,26,9,2879049.43
1861,2736,4,4,3,0,Old Town,Fully-Furnished,33,2,7460809.67
1862,698,3,1,1,3,Industrial Zone,Fully-Furnished,7,8,2586377.45
1863,3474,1,1,3,1,Tech Park Area,Semi-Furnished,31,3,12321028.06
1864,1998,6,6,2,0,City Center,Semi-Furnished,15,2,12361251.54
1865,1029,6,4,3,1,Tech Park Area,Fully-Furnished,19,6,5650716.52
1866,534,2,2,2,2,Tech Park Area,Semi-Furnished,13,1,2174821.58
